Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Ventas
2007,Octubre,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2007,Octubre,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2007,Octubre,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,69
2007,Octubre,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2007,Octubre,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2007,Octubre,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2007,Octubre,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2007,Octubre,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2007,Octubre,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2007,Octubre,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,129
2007,Noviembre,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2007,Noviembre,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,449
2007,Noviembre,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,3
2007,Noviembre,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,2029
2007,Noviembre,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,100
2007,Noviembre,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,46
2007,Noviembre,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,578
2007,Noviembre,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,344
2007,Noviembre,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2007,Noviembre,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,154
2007,Noviembre,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,73
2007,Noviembre,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2007,Noviembre,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2007,Noviembre,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,7
2007,Noviembre,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2007,Noviembre,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,60
2007,Noviembre,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2007,Noviembre,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2007,Noviembre,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,157
2007,Noviembre,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,4118
2007,Noviembre,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,12
2007,Noviembre,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,129
2007,Noviembre,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2007,Noviembre,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2007,Noviembre,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2007,Noviembre,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,220
2007,Noviembre,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2007,Noviembre,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,185
2007,Noviembre,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2007,Noviembre,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,249
2007,Noviembre,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,2168
2007,Noviembre,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2007,Noviembre,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,7
2007,Noviembre,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2007,Noviembre,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2007,Noviembre,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2007,Noviembre,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2007,Noviembre,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,60
2007,Noviembre,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,237
2007,Noviembre,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-13
2007,Noviembre,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2007,Noviembre,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2007,Noviembre,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2007,Noviembre,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2007,Noviembre,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,89
2007,Noviembre,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2007,Noviembre,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2007,Noviembre,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2007,Noviembre,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2007,Noviembre,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2007,Noviembre,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2007,Noviembre,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,121
2007,Diciembre,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2007,Diciembre,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,454
2007,Diciembre,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,5
2007,Diciembre,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,2401
2007,Diciembre,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,115
2007,Diciembre,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,27
2007,Diciembre,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,790
2007,Diciembre,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,352
2007,Diciembre,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2007,Diciembre,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,161
2007,Diciembre,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,68
2007,Diciembre,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2007,Diciembre,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2007,Diciembre,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,2
2007,Diciembre,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2007,Diciembre,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,77
2007,Diciembre,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2007,Diciembre,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2007,Diciembre,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,152
2007,Diciembre,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,5182
2007,Diciembre,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,11
2007,Diciembre,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,123
2007,Diciembre,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2007,Diciembre,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2007,Diciembre,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2007,Diciembre,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,243
2007,Diciembre,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2007,Diciembre,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,129
2007,Diciembre,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2007,Diciembre,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,609
2007,Diciembre,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,2735
2007,Diciembre,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2007,Diciembre,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,4
2007,Diciembre,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2007,Diciembre,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2007,Diciembre,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2007,Diciembre,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2007,Diciembre,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,64
2007,Diciembre,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,352
2007,Diciembre,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2007,Diciembre,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2007,Diciembre,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2007,Diciembre,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2007,Diciembre,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2007,Diciembre,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,80
2007,Diciembre,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2007,Diciembre,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2007,Diciembre,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2007,Diciembre,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2007,Diciembre,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2007,Diciembre,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2007,Diciembre,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,138
2008,Enero,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2008,Enero,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,359
2008,Enero,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,5
2008,Enero,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,2212
2008,Enero,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,95
2008,Enero,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,34
2008,Enero,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,614
2008,Enero,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,289
2008,Enero,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2008,Enero,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,91
2008,Enero,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,79
2008,Enero,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2008,Enero,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2008,Enero,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,2
2008,Enero,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2008,Enero,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,67
2008,Enero,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2008,Enero,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2008,Enero,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,128
2008,Enero,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,3519
2008,Enero,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,10
2008,Enero,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,111
2008,Enero,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2008,Enero,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2008,Enero,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2008,Enero,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,152
2008,Enero,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2008,Enero,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,213
2008,Enero,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2008,Enero,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,231
2008,Enero,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,2533
2008,Enero,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2008,Enero,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,3
2008,Enero,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Enero,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2008,Enero,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2008,Enero,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2008,Enero,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,35
2008,Enero,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,250
2008,Enero,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2008,Enero,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2008,Enero,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2008,Enero,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Enero,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2008,Enero,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,86
2008,Enero,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2008,Enero,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Enero,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Enero,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2008,Enero,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Enero,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2008,Enero,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,164
2008,Febrero,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2008,Febrero,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,373
2008,Febrero,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,4
2008,Febrero,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1906
2008,Febrero,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,60
2008,Febrero,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,35
2008,Febrero,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,488
2008,Febrero,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,205
2008,Febrero,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2008,Febrero,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,118
2008,Febrero,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,56
2008,Febrero,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2008,Febrero,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2008,Febrero,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,1
2008,Febrero,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2008,Febrero,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,67
2008,Febrero,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2008,Febrero,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2008,Febrero,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,108
2008,Febrero,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,2984
2008,Febrero,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,8
2008,Febrero,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,87
2008,Febrero,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2008,Febrero,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2008,Febrero,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2008,Febrero,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,134
2008,Febrero,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2008,Febrero,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,288
2008,Febrero,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2008,Febrero,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,297
2008,Febrero,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,2436
2008,Febrero,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2008,Febrero,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,-
2008,Febrero,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,1
2008,Febrero,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2008,Febrero,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2008,Febrero,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2008,Febrero,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,37
2008,Febrero,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,249
2008,Febrero,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,28
2008,Febrero,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2008,Febrero,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2008,Febrero,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Febrero,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2008,Febrero,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,66
2008,Febrero,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2008,Febrero,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Febrero,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Febrero,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2008,Febrero,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Febrero,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2008,Febrero,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,117
2008,Marzo,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2008,Marzo,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,205
2008,Marzo,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,4
2008,Marzo,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1474
2008,Marzo,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,61
2008,Marzo,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,41
2008,Marzo,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,453
2008,Marzo,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,216
2008,Marzo,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2008,Marzo,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,101
2008,Marzo,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,63
2008,Marzo,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2008,Marzo,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2008,Marzo,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,2
2008,Marzo,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2008,Marzo,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,49
2008,Marzo,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2008,Marzo,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2008,Marzo,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,87
2008,Marzo,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,2726
2008,Marzo,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Marzo,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,76
2008,Marzo,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2008,Marzo,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2008,Marzo,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2008,Marzo,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,131
2008,Marzo,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2008,Marzo,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,221
2008,Marzo,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2008,Marzo,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,425
2008,Marzo,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,1969
2008,Marzo,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2008,Marzo,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,4
2008,Marzo,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Marzo,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2008,Marzo,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2008,Marzo,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2008,Marzo,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,32
2008,Marzo,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,194
2008,Marzo,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,65
2008,Marzo,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2008,Marzo,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2008,Marzo,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Marzo,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2008,Marzo,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,54
2008,Marzo,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2008,Marzo,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Marzo,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Marzo,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2008,Marzo,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Marzo,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2008,Marzo,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,78
2008,Abril,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2008,Abril,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,210
2008,Abril,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,3
2008,Abril,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1331
2008,Abril,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,92
2008,Abril,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,35
2008,Abril,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,418
2008,Abril,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,204
2008,Abril,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2008,Abril,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,104
2008,Abril,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,38
2008,Abril,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2008,Abril,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2008,Abril,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,2
2008,Abril,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2008,Abril,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,51
2008,Abril,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2008,Abril,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2008,Abril,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,55
2008,Abril,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,2682
2008,Abril,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Abril,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,78
2008,Abril,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2008,Abril,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2008,Abril,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2008,Abril,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,108
2008,Abril,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2008,Abril,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,167
2008,Abril,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2008,Abril,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,215
2008,Abril,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,2351
2008,Abril,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2008,Abril,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,2
